	Comments	Date	Likes	Number	Text	Time
105	-	26 February 2013	-	#200	@#189 I smoke, therefore the spot exists. So should you. #One of the best places to grab a smoke @IIIT.~~~ #189 It was called lover's spot even before you started smoking :P Alumini know what I am talking about :D	12:45
106	-	26 February 2013	-	#199	I hit like for all the compliments under the page until I found one for me. Then I pretend to have not seen it :P	12:45
107	-	26 February 2013	-	#198	Take a bow admin. #TheRealForeverAlone#198 Take a bow admin. #TheRealForeverAlone	12:38
108	-	26 February 2013	-	#197	Hey admin can you hook me up? #TheRealForeverAlone~~~ Hmm. How do you propose I go about doing that?	12:37
109	-	26 February 2013	-	#196	Thanks to the power outage.. the girl i always liked is finally sitting in Lab today... God hopes she notices this post and then notices me :D	12:37
110	-	26 February 2013	-	#195	@#192 Who do you think posted all those ? #TheRealForeverAlone	12:22
111	-	26 February 2013	-	#194	If anyone wanted to find the page admin, look for somebody glued to there Samsung android since the past couple of hours.	12:20
112	-	26 February 2013	-	#193	@#189 It was called lover's spot even before you started smoking :P Alumini know what I am talking about :D #TheRealForeverAlone	12:19
113	-	26 February 2013	-	#192	I am the real #ForeverAlone	12:12
114	-	26 February 2013	-	#191	"Awkward virgin here.  Just wanted to know from someone who's done ""it"", how does the first time feel?"	12:10
115	-	26 February 2013	-	#190	All my first year friends in other colleges have tried weed. How do I go about it at IIIT?	12:10
116	-	26 February 2013	-	#189	That awkward moment when you realize that the famed Smoker's point  no more exists!  PS - it's that tri-junction behind the under-construction building, while going towards faculty quarters.#189 That awkward moment when you realize that the famed Smoker's point  no more exists!  PS - it's that tri-junction behind the under-construction building, while going towards faculty quarters.	12:09
117	-	26 February 2013	-	#188	Admin who must be using an android smart phone aka Samsung plastic box, should be running out of battery just about now :P..	12:08
118	-	26 February 2013	-	#187	Zindagi barbad hai yaaarrrr...... :(	12:07
119	-	26 February 2013	-	#186	"My day started with getting to know my hike for this year - which obviously was a big dampener. Returned to my desk, and thought ""screw the god-damn work, why should i care"", and i opened FB to witness this stream of hilarious posts on the Confessions/Compliments pages. I couldn't relate to half the names, but they sure are truly hilarious.  Made my day ...god bless the Admin! :)"	12:06
120	-	26 February 2013	-	#185	Been juggling between Confessions and Compliments to say something about someone I genuinely like and love to be with but don't have the guts to do it cause I don't want my friends to track it down to me.  #DepressedSoul! :(~~~ Personal advice: Pyaar kiya to darn kya?	12:06
121	-	26 February 2013	-	#184	I need a girlfriend now now now! #ug2 guy	12:04
122	-	26 February 2013	-	#183	Waiting for power outage to end desperately...darn, its so boring...!!!	12:03
123	-	26 February 2013	-	#182	I was sitting beside u in the seminar today .i wish that it never ends.	11:04
124	-	26 February 2013	-	#181	"I feel the conscious need to dumb down when in talk to my ""friends"". I don't want to come off as too ostentatious or pedantic."	10:54
125	-	26 February 2013	-	#180	@ iiit confessions { a boring day at work, and this page happens. fun! }	10:38
126	-	26 February 2013	-	#179	"I used to escape swiping of id cards/entries for laptops whenever there is a new security guard, saying ""Don't you know the difference between faculty and students?"" They used to reply ""Sorry Sir"" and I used to walk like a boss :D"	09:17
127	-	26 February 2013	-	#178	No confessions/compliments posted due to power cut in IIIT-Hyd. Felt like a boss as my lappy was still running :D	09:16
128	-	26 February 2013	-	#177	It's hard to imagine nights without Facebook Graph Search.	09:14
129	-	26 February 2013	-	#176	@168	09:12
130	-	-	-	-	-	09:12
131	-	26 February 2013	-	#175	I wish we had a page called IIITH-Gossips as well! :P ~~~ Confessions is that page.  I dont see why you can't gossip away. All you'll need to do is not use names and not get too specific.	09:09
132	-	26 February 2013	-	#174	Why didn't the Iiit-H Compliments page exist during our batch? #foreverAlone #alumni	09:08
133	-	26 February 2013	-	#173	everybody thinks i am a nice guy but there have been many occasions when i have lied, cheated or somehow screwed someone over. i have never been caught and would do it again given half a chance.	09:07
134	-	-	-	-	-	09:07
135	-	26 February 2013	-	#172	I could not stay more than a year and half in IIIT and the only reason stopping me from leaving earlier was the amazing friends I made.#172 I could not stay more than a year and half in IIIT and the only reason stopping me from leaving earlier was the amazing friends I made.	07:00
136	-	-	-	-	-	07:00
137	-	26 February 2013	-	#171	My first kiss was at the Nilgiri building's closed entrance (opp the Flag-hoisting ground). While i was deeply engrossed in it, there was this Prof. AM who gatecrashed out of blue. Thanks to the bushes and no light - but i still am not sure whether he purposefully ignored us, or he never actually saw us! But he sure did send some shivers down my spine. The thrill only added to the passion! ;)#171 My first kiss was at the Nilgiri building's closed entrance (opp the Flag-hoisting ground). While i was deeply engrossed in it, there was this Prof. AM who gatecrashed out of blue. Thanks to the bushes and no light - but i still am not sure whether he purposefully ignored us, or he never actually saw us! But he sure did send some shivers down my spine. The thrill only added to the passion! ;)	06:29
138	-	26 February 2013	-	#170	I am using an incognito window for the confession form. #ParanoidButGeeky~~~ That makes it two of us :)	06:28
139	-	26 February 2013	-	#169	I thought after posting on the compliments page, I would atleast know the relationship status of my crush. But I think all her BFFs slept early last nite. Please wakeup atleast now and post some comments.	06:27
140	-	26 February 2013	-	#168	My father made me the official travel agent for my family and his friends. He thinks I got a secret procedure to book tatkal tickets on IRCTC. But I don't. I all I do is sit on my bum from 9:45 and keep trying with brute force to book a ticket. The worst thing is if I don't succeed he asks me why I was not able to book a ticket. As if I know… More what the guys in IRCTC do with their servers. I have a confess that I think my laptop can handle more requests than an IRCTC server.	06:27
141	-	26 February 2013	-	#167	TO ALL !!	06:26
142	-	26 February 2013	-	#Message	to admin A part of the #157 confession is missing. <Yes, that's right. Copy-fail. Reposting.> ~~~ #157 This one night I got back to my room real late. The door was ajar and as I entered I found my roomie fap-fapping under his blanket. After a moment of shock, I left the room. My roomie hadn't noticed my presence. I then went around and… More told random people in the wing that my roomie wanted to see them, and it was urgent. The expressions on their faces == priceless! :D My roomie still doesn't know what really happened with him that night :P#Message to admin A part of the #157 confession is missing. <Yes, that's right. Copy-fail. Reposting.> ~~~ #157 This one night I got back to my room real late. The door was ajar and as I entered I found my roomie fap-fapping under his blanket. After a moment of shock, I left the room. My roomie hadn't noticed my presence. I then went around and… More told random people in the wing that my roomie wanted to see them, and it was urgent. The expressions on their faces == priceless! :D My roomie still doesn't know what really happened with him that night :P	06:25
143	-	26 February 2013	-	#166	"@57 Please make us feel the HEAT. ~~~ #57 I think that the current M.Tech batches have WAY more hotter females than the UG crowd. I wish they'd give ""bhav"" to the UG guys!"	06:24
144	-	26 February 2013	-	#165	I think a first year girl has a crush on me ! She would'nt stop staring , whenever she's around. I checked it 4 or 5 times during felicity . when ever i turned to look at her she was already glancing at me . I know I should smile back , but I think too much in my head (leading to poker face expression) , so she should better come talk to me straightaway !	06:23
145	-	26 February 2013	-	#164	"@#71  hum toh chahate hi hai ki PG girls hume USE kare :D  ~~~ #71 Actually PG girls know well ""How to use boys for their benefit"".  --Issued in Public Interest"	06:22
146	-	26 February 2013	-	#163	Every single time I liked a girl and proposed to her, I found out that she was already committed (three times so far in my life and once in IIIT). Waiting for the opportune moment. I hope I get lucky some day :D#NeverSayDie	06:21
147	-	26 February 2013	-	#162	@60 One more hint and I will private message you :)#161 @156 Oh! So all this time you have been referring to one of us. :P	06:21
148	-	-	-	-	-	06:21
149	-	-	-	-	-	06:21
150	-	25 February 2013	-	#160	Thu dinamma jivitam, Okka, okka okka compliment vaste otttu#160 Thu dinamma jivitam, Okka, okka okka compliment vaste otttu	20:55
151	-	25 February 2013	-	#159	"what's with the censorship??~~~ The only posts I haven't posted till now are from ""UG1 Galss"" and ""UG2 Gals"". I try posting everything and redact hurtful comments and references to people other than whom the compliment is being addressed to. And in the case of Confessions, I redact names because I believe in a no-name policy here at Confessions."	20:50
152	-	25 February 2013	-	#158	Now it is getting really irritating....Confessions and Compliments pages  have become forum for gutless guys who want to propose/disgrace some girl and do not have balls to say those things in her face..#158 Now it is getting really irritating....Confessions and Compliments pages  have become forum for gutless guys who want to propose/disgrace some girl and do not have balls to say those things in her face..	20:48
153	-	25 February 2013	-	#156	@154... refer to #60 for hints.it does have one.a very strong one. And, you needn't reply if you don't have time. You probably are not even the same person. And we don't have the Karmic connection, if it's not you.. :P~~~~~~ #154: it's better u give some hints.about any conversations we had.please dont waste time.dullas are really busy :P	20:17
154	-	-	-	-	-	20:17
155	-	-	-	-	-	20:17
156	-	-	-	-	-	20:17
157	-	25 February 2013	-	#155:	@#152: I was counting on the admin being a girl. IIIT has enuf guys already. If you want any check out the compliments page :P#Author of 53,123,134	19:59
158	-	25 February 2013	-	#154:	@ 112 it's better u give some hints.about any conversations we had.please dont waste time.dullas are really busy :P ~~~#112 So, just ask out. Don't hesitate. I am sure you wouldn't be disappointed..:) Well, can I have a few hints from your side so that I can confirm too.	19:58
159	-	25 February 2013	-	#153:	@149 I know how it feels. What is wrong with the girls nowadays. Their profile says single and interested in men and they don't want men in their friends list :P ~~~ #149: never sent fb frnd request 2 a girl bt recently sent frnd req 5 times 2 a 1st yr girl bt still she won't accept ... #Life is hell#153: @149 I know how it feels. What is wrong with the girls nowadays. Their profile says single and interested in men and they don't want men in their friends list :P ~~~ #149: never sent fb frnd request 2 a girl bt recently sent frnd req 5 times 2 a 1st yr girl bt still she won't accept ... #Life is hell	19:43
160	-	25 February 2013	-	#152:	@Page admin...I have a certain feeling that you are the guy I like, judging from your writing style and humour. Also, you have neither liked these pages nor mentioned about them once in so many days, when every IIITian is talking about it. Just a strong feeling!!!#152: @Page admin...I have a certain feeling that you are the guy I like, judging from your writing style and humour. Also, you have neither liked these pages nor mentioned about them once in so many days, when every IIITian is talking about it. Just a strong feeling!!!	19:41
161	-	25 February 2013	-	#151:	The awkward moment when after reading IIIT compliments you realize that a lot others also have crush on her :( :(#151: The awkward moment when after reading IIIT compliments you realize that a lot others also have crush on her :( :(	19:34
162	-	25 February 2013	-	#150:	If I find my crush online on FB, I click likes , comments, etc randomly to make sure he notices me / might ping me.#150: If I find my crush online on FB, I click likes , comments, etc randomly to make sure he notices me / might ping me.	19:31
163	-	25 February 2013	-	#149:	never sent fb frnd request 2 a girl bt recently sent frnd req 5 times 2 a 1st yr girl bt still she won't accept ... #Life is hell#149: never sent fb frnd request 2 a girl bt recently sent frnd req 5 times 2 a 1st yr girl bt still she won't accept ... #Life is hell	19:29
164	-	25 February 2013	-	#148:	@#119 What did you expect here? Proof of String Theory!~~~~~~ #119: IIIT-H confessions.......has become like Vampire Diaries,..........It sucks......same luv u ...like u ...wish u were mine crap	19:15
165	-	25 February 2013	-	#147:	Asking all my friends to let me in on it if he is the page admin :P#147: Asking all my friends to let me in on it if he is the page admin :P	19:14
166	-	25 February 2013	-	#146:	I will think twice before sending a friend request to any girl in facebook now as result of IIIT Compliments. They might think I was the one who had a crush on her.#146: I will think twice before sending a friend request to any girl in facebook now as result of IIIT Compliments. They might think I was the one who had a crush on her.	19:03
167	-	25 February 2013	-	#145:	Searched for my name on the compliments page....  :-\#145: Searched for my name on the compliments page....  :-\	19:02
168	-	25 February 2013	-	#144:	Really wish the compliments and confessions pages should have been there while I was around in campus. Pyaar adhoora na rehta mera fir... !!#144: Really wish the compliments and confessions pages should have been there while I was around in campus. Pyaar adhoora na rehta mera fir... !!	19:02
169	-	25 February 2013	-	#143:	Signed Up for Graph Search to make searching easy. You know what I mean :P#Single	18:53
170	-	25 February 2013	-	#142:	<@IIIT>Have a huge crush on a matke wala but dont know his name :-/ And believe me FB search dint help !	18:42
171	-	25 February 2013	-	#141:	I'm a closet nudist.#141: I'm a closet nudist.	18:41
172	-	25 February 2013	-	#140:	I lock random people in the lavatory late at night. The last guy I locked in at 3 am was stuck in there till 6.30 the next morning!#140: I lock random people in the lavatory late at night. The last guy I locked in at 3 am was stuck in there till 6.30 the next morning!	18:32
173	-	25 February 2013	-	#139:	"@#121 I once entered main gate with a good Cigar in my mouth. No one dared ask anything, walked tall inside :)  ~~~ #121: Went outside to have dinner unlike my friends who ate the mess food and was on cloud nine until the security guard at the main gate said ""BBhaaaiiiiyyyaaaaa ID Card !!!!""#139: @#121 I once entered main gate with a good Cigar in my mouth. No one dared ask anything, walked tall inside :)  ~~~ #121: Went outside to have dinner unlike my friends who ate the mess food and was on cloud nine until the security guard at the main gate said ""BBhaaaiiiiyyyaaaaa ID Card !!!!"""	18:20
174	-	25 February 2013	-	#138:	comment on #46  how about some practicals? with TA's (50% male and 50% female) :D	18:16
175	-	25 February 2013	-	#137:	me and another gentleman were enjoying a drink in club 8 when all of a sudden he held my hand and said yaar pakde rehne do acha lagta hai :(#137: me and another gentleman were enjoying a drink in club 8 when all of a sudden he held my hand and said yaar pakde rehne do acha lagta hai :(	18:14
176	-	25 February 2013	-	#136:	went to gazibo bar (towards lingampally) and met one of our house keeping staff :P  He kept abusing Bala for not sharing the seized rum bottles :D#136: went to gazibo bar (towards lingampally) and met one of our house keeping staff :P  He kept abusing Bala for not sharing the seized rum bottles :D	18:03
177	-	25 February 2013	-	#135:	I am a guy who likes Justin Bieber and his songs... I dont why you guys hate him so much ...	17:56
178	-	25 February 2013	-	#134:	Add to #123 1. If you are a girl, please lets meet for a coffee. I can post on compliments also for you :P 2. What Qualities: You are so open about topics like masturbation,PDA,sex which are taboo ;)	17:56
179	-	25 February 2013	-	#133:	#83 Where is the post #83 on iiiit-h compliments page ? why are you guys not letting me express my feelings. I think this page is biased :/ ~~~ That's because you were speaking negatively of that particular girl's boyfriend. And also implying his identity. Not cool dude.#133: #83 Where is the post #83 on iiiit-h compliments page ? why are you guys not letting me express my feelings. I think this page is biased :/ ~~~ That's because you were speaking negatively of that particular girl's boyfriend. And also implying his identity. Not cool dude.	17:54
180	-	25 February 2013	-	#132:	people walk in sleep, but my roomy takes names of girls n faps in sleep :/#132: people walk in sleep, but my roomy takes names of girls n faps in sleep :/	17:52
181	-	25 February 2013	-	#131:	Thinking of sending my resume to IIIT Confessions/Compliments to apply for IT/Tech support positions. Why you need me: 1. You don't support attachments for confessions/compliments. 2. You don't have an email address like careers@IIITConfessions. 3. I know a lot of languages including English :P ~~~ 1. I do :)  2. Hmm. Sounds interesting :P 3. I'm trilingual :)	17:52
182	-	25 February 2013	-	#130:	Wrote a poem for a girl and proposed with a line from that poem... BUT girl said not interested in any relation... Still carrying that broken heart...#130: Wrote a poem for a girl and proposed with a line from that poem... BUT girl said not interested in any relation... Still carrying that broken heart...	17:46
183	-	25 February 2013	-	#129:	I have a lot of the girls from our college as friends in facebook but I never talked to even one of them personally.#129: I have a lot of the girls from our college as friends in facebook but I never talked to even one of them personally.	17:45
184	-	25 February 2013	-	#128:	What's wrong with you people when are you going to like my confessions? Why aren't you sensitive ?#128: What's wrong with you people when are you going to like my confessions? Why aren't you sensitive ?	17:45
