	Comments	Date	Likes	Number	Text	Time
16	-	27 September 2017	-	-	#fromug1toug2 🙈🙈 Offoo!!! ise ise daat ke bhagaun.. Offo ya ya seene se lagaaun..Sar pe bithaun.. Ya thappad lagaaun.. Offoo!!!! #offo	17:19
17	-	27 September 2017	-	-	Please! Itws TAs! Be lenient while correcting UG1 papers!	17:19
18	-	27 September 2017	-	-	I saw her at Vindhya C6 for the fist time. since then I couldn't stop thinking about her. Guys, I need your help, please tag her here. She has very short hair, pointy nose, height about 160-170 cm and cute.  Admin: Sure :P	17:18
19	-	24 September 2017	-	-	yaar yha dogs kyun rehte hai, koi btao fees hum de rhe dogs nhi itne sare dogs kisi campus me rakhte hai kya.jisse dogs se itna pyar hai wo apne ghar kyun ni le jate aise khule me kyun college me rakhte hai.if they people like dogs too much then open one society only for dogs and gave them lots of love food hugs.plesase keep away them from campusADMIN : How about AntiCCC? :P	20:35
20	-	22 September 2017	-	-	The other page has >800 likes , this has 300 . LOL. Only way to cross it is to be active unlike the other one which is active depending on the mood of the Admin.Admin: We'll try out level bet :) :D	07:13
21	-	20 September 2017	-	-	Urmi Ghosh!! Why u so complicated... more complex than Deep Neural Nets! Admin:Ghosh Sir -_-	20:34
22	-	20 September 2017	-	-	Which one of the 2 pages is real? Admin:Soon there's gonna be a third page which already has 6000 likes :D	20:33
23	-	20 September 2017	-	-	To all ppl out there, please dont judge some1 by his/her behaviour with one/two person. Sending a request doesnt mean that boy/girl wants to sleep with the respective person. There is a big process between them(request n sleeping) to happen. use your common sense. Admin: A big like	14:59
24	-	20 September 2017	-	-	Parth Garg of UG1 I agree to your points Cum to meet me at 9 pm at JC Ok #UG1 #SrvBnplli	11:56
25	-	20 September 2017	-	-	Vasant ,Aishwarya ? what happened ?	11:55
26	-	20 September 2017	-	-	I'm a UG1 CLD girl, and I'm in love with you Ujwal! Boy,  you have a sweet ass...	09:25
27	-	20 September 2017	-	-	Monuuuuu sir !!! When r u coming back ? I miss u a lot :*  ..Plzz plzz plzzz come back soon :'(  - ur die hard fan from UG2k15 ;)	09:24
28	-	20 September 2017	-	-	To *some* of the couples out there!! Labs are meant to provide a good work environment for all of us. We have seen some couples doing PDA(couple things :p) in labs in open day light. I think u should get some private space and try to behave decently in labs when people are around. If this comes to any professors notice, they might put restrictions on all of us :( :(  Admin:No comments :P . I was one of them :P	09:23
29	-	20 September 2017	-	-	Lol lol ug2 Admin:Lollest batch of IIIT-H till date :)	09:22
30	-	19 September 2017	-	-	I complained to the police station opposite to the campus against 3 seniors ragging us in OBH. I do not yet know the names of others but will hunt them too. Admin: Ye kya bakchodi hei bhai -_-	09:15
31	-	19 September 2017	-	-	Sahil sir, please tell us in which mess you eat daily. I love your eyes :D :*Admin: Aye Aye Sahilll :P	08:06
32	-	19 September 2017	-	-	Is Hitesh Sir from UG2 single i have a lot of crush on him... Admin please post this Admin:Ping him :)	08:06
33	-	19 September 2017	-	-	Why are seniors ragging us in OBH? Admin:Why do you masturbate :P	05:46
34	-	19 September 2017	-	-	Amulya kotni mam, after seeing u i started believing in age is just a number :P :P please do mention ur mess timings, im in love with those two big eyes <3 you look even more beautiful without spects contact dedo pls Admin:Amulya Mam <3	05:45
35	-	19 September 2017	-	-	Whose database is more updated? Anjani kumar Vishal reddy Raghava reddy Hiteshwar reddy I just need my crush contact, any other option will be considered 😜😜😜 Admin any idea ? Admin: My database is the most updated :P	05:44
36	-	16 September 2017	-	-	#LAST_POST_FOR_TODAY ADMIN : On my way :P	21:22
37	-	16 September 2017	-	-	TAVA BONDE #ITSME #SINGAM123	21:16
38	-	16 September 2017	-	-	Girls in the campus please start using TINDER. You've got 1000's of choices to swipe from IIIT Alone.ADMIN : I'm already on tinder. <3	21:07
39	-	16 September 2017	-	-	Can people stop coming to Maggi Canteen after 1:00 AM at least ? It feels awkward for us to bee seen in different positions :P :P Privacy matters.ADMIN : See you there soon.	21:01
40	-	16 September 2017	-	-	"Why is everyone in UG3 obesessed with SINGAM_123??????????????.ADMIN : Following the trend ""(itsme)"""	20:53
41	-	16 September 2017	-	-	"""In lecture today, my crush sat in front of me. While on TINDER , I watched him click ""NOOO"" on my picture :(ADMIN : Get a new tinder profile for now atleast."	20:50
42	-	16 September 2017	-	-	Is Shraya of UG1 committed ?? I see a guy behind her as a dog. You still got chance to get back dude. Don't get fu*cked up later. We're here to save you.ADMIN : I'm here to help too !	20:44
43	-	13 August 2017	-	-	We are on Sarahah !	07:51
44	-	13 August 2017	-	-	The confession is for the wittiest tallest and the most expressive personality of Batch 2013 Cse. It feels really great to be around you.You can make anyone feel happy and help him/her forget her tensions.You are versatile and I came to know that you are really good at maths too. We haven't known each other much till our 2rd semester,but know after… More spending some quality time with you,I feel attracted towards you.We have been talking generally these days and I think you and only you will recognize me,which is the whole point of this confession.Also I am totally okay with your past and you need not worry anything about it. It will be fun being together dear believe me.ADMIN : Who the F*ck is reading this ?? 😵	06:41
45	-	13 August 2017	-	-	CocaCola Pepsi Datta Bava sexyyyyy😉ADMIN : Is it????? :O	06:39
46	-	13 August 2017	-	-	I find surya ma'am to be cuter than sailaja ma'am.Please come to date wid me ma'amADMIN : Do ask her 😋	06:36
47	-	6 August 2017	-	-	There are 2 confessions pages right?!Which one should I follow Admin:It's up to you. Follow both or follow the one which is most active :P	10:54
48	-	5 August 2017	-	-	Who's that tall girl from UG-1.She's damn hot dude! Plzz ask her to talk to me Admin: Sorry Man! Can't Help :P	15:35
49	-	-	-	-	-	15:35
