	Comments	Date	Likes	Number	Text	Time
14	-	20 September 2017	-	#513	"Girl in mtech, shivani(finally i know your name)Why are you so tall :( I saw you near NBH.For few seconds i felt you were looking at me with that sweet smile but then you waved someone behind me ,""Hi Saahil Bhaiiyaa"" and i understood it was not for me.Please fix your time for coming NBH ;)#513 Girl in mtech, shivani(finally i know your name)Why are you so tall :( I saw you near NBH.For few seconds i felt you were looking at me with that sweet smile but then you waved someone behind me ,""Hi Saahil Bhaiiyaa"" and i understood it was not for me.Please fix your time for coming NBH ;)"	06:59
15	-	20 September 2017	-	#512	SSAD one insane course! It should clearly be for more than 3 credits, or they should reduce the work load.#512 SSAD one insane course! It should clearly be for more than 3 credits, or they should reduce the work load.	06:59
16	-	20 September 2017	-	#511	Gunda loves Lata ! sorry ra Gsai for letting this out#511 Gunda loves Lata ! sorry ra Gsai for letting this out	06:58
17	-	20 September 2017	-	#510	Sanjana Sharma set ho ja yaar. Mere se nhi to kisi se bhi. Ab aur bardasht nhi hota.#510 Sanjana Sharma set ho ja yaar. Mere se nhi to kisi se bhi. Ab aur bardasht nhi hota.	06:57
18	-	20 September 2017	-	#509	SanjMama SherMaar, you are a proper tollywood heroine material. (I have just seen your shortfilm)  Pls apply for auditions. I want to see you on silver screen <3 Hope your thesis is going well.  -- your admirer#509 SanjMama SherMaar, you are a proper tollywood heroine material. (I have just seen your shortfilm)  Pls apply for auditions. I want to see you on silver screen <3 Hope your thesis is going well.  -- your admirer	06:57
19	-	20 September 2017	-	#508	Why are seniors ragging us in OBH in the name of interaction?#508 Why are seniors ragging us in OBH in the name of interaction?	06:56
20	-	20 September 2017	-	#507	Sonam Gupta :-* :-*. I followed u my entire 3rd and 4th year,.. and you didn't even talk once :(. I still remember those weared looks you used to give me when we came across while walking in Campus.... Ye galat Hein! #UGPassout #StillWaitingForYou #UrHotFollower	06:56
21	-	20 September 2017	-	#506	I am girl of ug1 . Sai Preetham  sir of ug2 u look so cute  . I really wanna date with u . (r u commited ?? hoping not so ) .#506 I am girl of ug1 . Sai Preetham  sir of ug2 u look so cute  . I really wanna date with u . (r u commited ?? hoping not so ) .	06:55
22	-	20 September 2017	-	#505	Anushka you stole my heart dude. Give yours to me. Are you single?? #ug3toug1#505 Anushka you stole my heart dude. Give yours to me. Are you single?? #ug3toug1	06:55
23	-	20 September 2017	-	#504	Vamsi Srirangam, tumhare bable mastt :*#504 Vamsi Srirangam, tumhare bable mastt :*	06:54
24	-	20 September 2017	-	#503	I am a UG2 guy. There is a really cute DASA girl in UG1 CLD. Would you like to go on a date with me?#503 I am a UG2 guy. There is a really cute DASA girl in UG1 CLD. Would you like to go on a date with me?	06:54
25	-	20 September 2017	-	#502	I don't think Freya is hot, i think she is immensely cute , sweet , and  bindass actually. Stop showing attitude man we can see that you are naive and cool.#502 I don't think Freya is hot, i think she is immensely cute , sweet , and  bindass actually. Stop showing attitude man we can see that you are naive and cool.	06:53
26	-	20 September 2017	-	#501	vasant anna you are my fav snr , i love everything about you. You are my role model., and from where / whom do you get the motivation to be so so good ?#501 vasant anna you are my fav snr , i love everything about you. You are my role model., and from where / whom do you get the motivation to be so so good ?	06:53
27	-	20 September 2017	-	#500	( 500 YEAH!! KEEP GOING GUYS :D ) I heard the most beautiful couple, Ananya and RMP have broke up!!! Is it true?? If so, RMP sir, I'm ready, or did you already find another one?#500 ( 500 YEAH!! KEEP GOING GUYS :D ) I heard the most beautiful couple, Ananya and RMP have broke up!!! Is it true?? If so, RMP sir, I'm ready, or did you already find another one?	06:51
28	-	20 September 2017	-	#499	Mandar sir (UG-4), You are a great TA. Also, you look cute in those short hairs. Don't change them at all.#499 Mandar sir (UG-4), You are a great TA. Also, you look cute in those short hairs. Don't change them at all.	06:49
29	-	20 September 2017	-	#498	Dear UG1 and some from UG2, Thank you for taking Siddhant Shrivastava and adding him into your group or other way round where he has forcefully made himself in your group(s). You have done a great favour to us.  We owe you a big one!#Respect	06:49
30	-	20 September 2017	-	#497	Reply to #420, I think she lost her makeup kit :P j/k#497 Reply to #420, I think she lost her makeup kit :P j/k	06:49
31	-	20 September 2017	-	#496	Yash Mathne u r a dude , man !!! U hv the voice and guts to speak out ur mind and u do stand for ur and others' needs . Don't know why ppl tag u as a 'chuthiya' one. U r a genuine and practical guy.#496 Yash Mathne u r a dude , man !!! U hv the voice and guts to speak out ur mind and u do stand for ur and others' needs . Don't know why ppl tag u as a 'chuthiya' one. U r a genuine and practical guy.	06:48
32	-	20 September 2017	-	#495	Biggest despo award goes to keshav krishna and aditi sindhu individually#495 Biggest despo award goes to keshav krishna and aditi sindhu individually	06:48
33	-	20 September 2017	-	#494	Saksham sirrr, I want to go on a date wid you- UG1 girl	06:47
34	-	20 September 2017	-	#493	Hey Gunjan! You Are Super Cool! You Are My All Time Favourite! I LOVE YOU A LOT!❤️#493 Hey Gunjan! You Are Super Cool! You Are My All Time Favourite! I LOVE YOU A LOT!❤️	06:47
35	-	20 September 2017	-	#492	Admin you didn't post it last time. Anyway, I will say it again. I love Parth Garg. I want him to meet me at Jagruti at 1 am sharp. I want to do something there. Please admin post this. #UG12UG1 #I'mwaitingADMIN:- DONE!	06:47
36	-	20 September 2017	-	#491	Why does anukul do all the team projects on his own?#491 Why does anukul do all the team projects on his own?	06:46
37	-	20 September 2017	-	#490	Surendra sir, (UG2) are you commited with anyone. If not I would like to go with you some time soon. Your smile makes my day.#490 Surendra sir, (UG2) are you commited with anyone. If not I would like to go with you some time soon. Your smile makes my day.	06:46
38	-	20 September 2017	-	#489	Saw this tall pretty hot girl laughing at JC wid Suhas few days back wearing a yellow baggy tweety t-shirt and shorts and saw her again at the unplugged wearing a black t-shirt and leopard print pajamas like thing... Admin!! Is she single?? Coz I see her hanging around wid this two dudes. what's her name? And pls someone tag her here... I am really desperate to talk to her!!#489 Saw this tall pretty hot girl laughing at JC wid Suhas few days back wearing a yellow baggy tweety t-shirt and shorts and saw her again at the unplugged wearing a black t-shirt and leopard print pajamas like thing... Admin!! Is she single?? Coz I see her hanging around wid this two dudes. what's her name? And pls someone tag her here... I am really desperate to talk to her!!	06:45
39	-	20 September 2017	-	#488	I wasn't sure when I saw u first time, but after we practiced together for freshers (<3), I got no doubt now Sukumar anna. I am in love with u Sukumar anna. ~Your Lover from UG2.#488 I wasn't sure when I saw u first time, but after we practiced together for freshers (<3), I got no doubt now Sukumar anna. I am in love with u Sukumar anna. ~Your Lover from UG2.	06:44
40	-	20 September 2017	-	#487	UG4 ka GHANTA!!! - WIth love UG2K17 you know who you are! ;) :*  8 --B#487 UG4 ka GHANTA!!! - WIth love UG2K17 you know who you are! ;) :*  8 --B	06:44
41	-	20 September 2017	-	#486	Honestly think Riya Ma'am is one of the cutest seniors on campus.#486 Honestly think Riya Ma'am is one of the cutest seniors on campus.	06:44
42	-	20 September 2017	-	#485	Sai Charan Karnati sir what a profile pic. Hawwwwt#485 Sai Charan Karnati sir what a profile pic. Hawwwwt	06:43
43	-	20 September 2017	-	#484	I am a UG1 guy and not able to enjoy my time due to constant bullying by my friends. What if i still watch doraemon, never watched p thing and don't know the meaning of f word? I am so much bullied that i can't even approach and ask out the 8-10 girls i liked in ug1. Screw them.#484 I am a UG1 guy and not able to enjoy my time due to constant bullying by my friends. What if i still watch doraemon, never watched p thing and don't know the meaning of f word? I am so much bullied that i can't even approach and ask out the 8-10 girls i liked in ug1. Screw them.	06:42
44	-	20 September 2017	-	#483	I saw an MTech/PG girl who was wearing a greenish blue dress in the Guest House Canteen yesterday. She was there with her friends after the music event next to some loud annoying group of UGs. Someone please tag her <3#483 I saw an MTech/PG girl who was wearing a greenish blue dress in the Guest House Canteen yesterday. She was there with her friends after the music event next to some loud annoying group of UGs. Someone please tag her <3	06:42
45	-	20 September 2017	-	#482	"I had a glass of water in my hand when I was scrolling through my facebook feed. And I found a link to this form. I open it, and it says ""Spill it out"". And so I did. Now mom is mad at me, and wants me to mop the floor. Seriously, why. Why did you make me spill my glass of precious water.  #conservewater #nowastageADMIN:- CHUP BHOSADIKE!!"	06:42
46	-	20 September 2017	-	#481	I am from UG2k17, I want to know about a telugu senior girl(UG2k16) if she is trying for a telugu senior(UG2k15) <3 .(mii perulu #matrame* kalisayi...)We make a best pair.  Please leave him  _ /\ _ , he's mine <3#481 I am from UG2k17, I want to know about a telugu senior girl(UG2k16) if she is trying for a telugu senior(UG2k15) <3 .(mii perulu #matrame* kalisayi...)We make a best pair.  Please leave him  _ /\ _ , he's mine <3	06:41
47	-	20 September 2017	-	#480	What's wrong between Hari and Kaushik.Are they still 'frandz'  ?#480 What's wrong between Hari and Kaushik.Are they still 'frandz'  ?	06:40
48	-	20 September 2017	-	#479	Datta I like the way you wiggle your ass ! muah#479 Datta I like the way you wiggle your ass ! muah	06:40
49	-	20 September 2017	-	#478	Shovan is the cutest guy in ug2 . Can we meet please?#478 Shovan is the cutest guy in ug2 . Can we meet please?	06:40
50	-	20 September 2017	-	#477	This is for the funniest guy in ug1. The guy who swears so much (his favourite word is fuck :D) You know who I'm talking about ;) He makes me laugh more than anyone ever has. And although he doesn't seem like it he is also a very nice guy. I think I'm falling for him ;) I hope in the future I'm brave enough to confess this to his face. So until then sid, stay the same person who doesn't care about anything and is always happy :*#477 This is for the funniest guy in ug1. The guy who swears so much (his favourite word is fuck :D) You know who I'm talking about ;) He makes me laugh more than anyone ever has. And although he doesn't seem like it he is also a very nice guy. I think I'm falling for him ;) I hope in the future I'm brave enough to confess this to his face. So until then sid, stay the same person who doesn't care about anything and is always happy :*	06:39
51	-	20 September 2017	-	#476	Devansh Sir, you wre so so so splendid last nyt with the pretty Ukulele! Pyar ho gya sir! <3 :*-Aapki pyaari, Fachi	06:39
52	-	20 September 2017	-	#475	Bhai Ayush Mishra tune sahi ladki patai h...#475 Bhai Ayush Mishra tune sahi ladki patai h...	06:38
53	-	20 September 2017	-	#474	I don't know who to say this to, so just putting it on here... I'm so sick and tired of this place... Coming to this college has been THE worst decision that I have probably taken in my life so far. Everything just spiralled out of control since my first year and now I'm stuck in this place for God knows how long... It's not even about the acads or the grades. The people around me, the environment, everything just SUCKS. Just getting this shit off of my chest.Other than that. Have a nice day! :)	06:38
54	-	20 September 2017	-	#473	This one is for Shreya #ug1. Baby you're hot af. I saw you today at the unplugged event and though you're batch has those few cute girls which boys are after, I find you the best among all because you've a simple, loving, caring, and beautiful heart.You're one of the few girls who were in literal sense enjoying the music there. You're very… More cute and hot . Are you single???? Plis tell me yes. I want to ask you out for a date but then you're too tall for me. I don't mind but then I think you would. You know me and we have talked before.  I love you <3 #ug2toug1#473 This one is for Shreya #ug1. Baby you're hot af. I saw you today at the unplugged event and though you're batch has those few cute girls which boys are after, I find you the best among all because you've a simple, loving, caring, and beautiful heart.You're one of the few girls who were in literal sense enjoying the music there. You're very… More cute and hot . Are you single???? Plis tell me yes. I want to ask you out for a date but then you're too tall for me. I don't mind but then I think you would. You know me and we have talked before.  I love you <3 #ug2toug1	06:37
55	-	20 September 2017	-	#472	Admin, why you not post this? I posted along this line months ago :(  Is Utkarsh Mehrotra single? I used to really like him some time ago. Just know that you are very cute and I find that uni-brow very cute :) ADMIN:- SORRY! MIGHT'VE OVERLOOKED :*	06:37
56	-	20 September 2017	-	#471	Hi Vaishnavi pamulapati!!!Are you in a relationship?? If so, can you please tag that luck boy here? I just wanna have a look at his face.	06:36
57	-	20 September 2017	-	#470	I need to know the name of the sir who sang yaaron dosti at iiit unplugged!!!!#470 I need to know the name of the sir who sang yaaron dosti at iiit unplugged!!!!	06:35
58	-	20 September 2017	-	#469	Shubhi, You look amazing. I am in love with you. XOXO #ug2#469 Shubhi, You look amazing. I am in love with you. XOXO #ug2	06:34
59	-	20 September 2017	-	#468	raghava reddy from ug2  so hot in his orange t-shirt and shorts . I like to hang out with him. still can't believe he is single . Sir , if u like to be in relationship , please comment yes , I will ping you personally.love you sir	06:33
60	-	20 September 2017	-	#467	Who's is this very loud wing in obh main block, what do they think of themselves#467 Who's is this very loud wing in obh main block, what do they think of themselves	05:31
61	-	20 September 2017	-	#466	RMP Sir ❤❤ Please roam around a little more on campus sir. I don't see much of you 😛. Btw why did you shave off your head? I love your hair. But you still are perrrrfect. 😍😘❤#466 RMP Sir ❤❤ Please roam around a little more on campus sir. I don't see much of you 😛. Btw why did you shave off your head? I love your hair. But you still are perrrrfect. 😍😘❤	05:30
62	-	20 September 2017	-	#465	Aditi Gangrade..PG2 Seeing you smile makes me forget my entire stress and tension related with placements, projects and assignments. Keep smiling :) Your admirer and well wisher from PG2#465 Aditi Gangrade..PG2 Seeing you smile makes me forget my entire stress and tension related with placements, projects and assignments. Keep smiling :) Your admirer and well wisher from PG2	05:29
63	-	20 September 2017	-	#464	Dear #427 UG3 dude, This was the exact same way my relationship started 4 years back (we are happily married now). Now I know where is going to end. Have a wonderful life ahead my boy.   Regards, Your super super super super super senior.#464 Dear #427 UG3 dude, This was the exact same way my relationship started 4 years back (we are happily married now). Now I know where is going to end. Have a wonderful life ahead my boy.   Regards, Your super super super super super senior.	05:28
64	-	20 September 2017	-	#463	danda, pelli danda edi :P#463 danda, pelli danda edi :P	05:27
65	-	20 September 2017	-	#462	Amulya kotni <3 <3 <3 pls accept my request :P :P :P  u can decide the place :D#462 Amulya kotni <3 <3 <3 pls accept my request :P :P :P  u can decide the place :D	05:27
66	-	20 September 2017	-	#461	This girl in ug1, she looks so fucking hot🔥in her black dresses. Ug2-3 ke unn logo ko chor kar kabhi ug1 boys ko bhi dekha kara karo. #yoursecretadmirer#461 This girl in ug1, she looks so fucking hot🔥in her black dresses. Ug2-3 ke unn logo ko chor kar kabhi ug1 boys ko bhi dekha kara karo. #yoursecretadmirer	05:26
67	-	20 September 2017	-	#460	Srinivas Sree sir you look Dashing and sexy in the house party :* wish u are mine <3 <3 ADMIN:- SIRRR! *_*	05:26
68	-	20 September 2017	-	#459	Hey Aashna (UG1) , I have seen you in the Agni house party and i was like damnnn.... I wanted to dance with you but never got a chance. I hope you are single and don't have anyone on mind cause I would like to be all over yours..... i mean mind... I would like to take you out sometime and btw coffee or dinner ?... please let me know. I hope you get this and respond too..  - Your senior (whom you might just know but never talked)ADMIN:- WHY COULDN'T YOU DANCE WITH ME? :(	05:25
69	-	20 September 2017	-	#458	I love you Priyanka <3#458 I love you Priyanka <3	05:24
70	-	20 September 2017	-	#457	Sravan (Mylavarapu) Sir I've seen you dance. You make my heart go crazy. Class and mass- all in one ❤. Please tell me you are single.#457 Sravan (Mylavarapu) Sir I've seen you dance. You make my heart go crazy. Class and mass- all in one ❤. Please tell me you are single.	05:24
71	-	20 September 2017	-	#456	I am so lonely. My crush graduated. :'( and the campus feels dead now. I even stopped going to NBH.#456 I am so lonely. My crush graduated. :'( and the campus feels dead now. I even stopped going to NBH.	05:23
72	-	20 September 2017	-	#455	Who is this UG-2 guy of aakash who comes to yuktahar every day and always has a smile on his face. I find him so attractive💗💗 but i didnt find him in aakash house party. from UG1 girl#455 Who is this UG-2 guy of aakash who comes to yuktahar every day and always has a smile on his face. I find him so attractive💗💗 but i didnt find him in aakash house party. from UG1 girl	05:22
73	-	20 September 2017	-	#454	This is to the funniest guy in ug1. The guy who swears a lot. You know who I'm talking about ;) (His favourite word is fuck xD) You make me laugh so much more than anyone ever has in my life. I dunno, I think I might fall for you :P Stay the same happy way and maybe in the future I might become brave enough to confess to you personally :*#454 This is to the funniest guy in ug1. The guy who swears a lot. You know who I'm talking about ;) (His favourite word is fuck xD) You make me laugh so much more than anyone ever has in my life. I dunno, I think I might fall for you :P Stay the same happy way and maybe in the future I might become brave enough to confess to you personally :*	05:19
74	-	20 September 2017	-	#453	Who is this Antony guy from UG1? He is getting tagged in so many confessions. So I checked his account out. And he is actually soooo cute 😍😍. Antony don't worry about all these people who think they are trolling you, you will soon have a gang of girls (including me :P) swooning over you. 😘😘#453 Who is this Antony guy from UG1? He is getting tagged in so many confessions. So I checked his account out. And he is actually soooo cute 😍😍. Antony don't worry about all these people who think they are trolling you, you will soon have a gang of girls (including me :P) swooning over you. 😘😘	05:19
75	-	20 September 2017	-	#452	Who else thinks Abhishek sir from UG-2 is the hottest senior on campus? I have had a huuuge crush on him ever since i first saw him. ADMIN:- *_*	05:17
76	-	20 September 2017	-	#451	Is Riya ma'am (UG4) single? Would love to talk to her :DADMIN:- I'M AVAILABLE TOO! ;)	05:15
77	-	20 September 2017	-	#450	#UG1 I love Parth Garg Please meet me at Jagruti 10 pm sharp #UG1 #lavADMIN:- SORRY THAT SPOT IS MINE! ;)	05:12
78	-	20 September 2017	-	#449	To all UG2K17, I have heard from some TAs that you all have made some demand of having tas in workspace. Itna hee lgav he seniors se tau aao kabhi havelli pe :PADMIN:- COME TO GH ALSOOO!!	05:11
79	-	20 September 2017	-	#448	I really like anoushka a lot, because my ex-gf was also anoushka but she broke up with me. Pls tag my anoushka#448 I really like anoushka a lot, because my ex-gf was also anoushka but she broke up with me. Pls tag my anoushka	05:10
80	-	20 September 2017	-	#446	Is RMP sir single again? <3ADMIN:- SIR!!! <3	05:06
81	-	20 September 2017	-	#445	Who is bakwas and machau. I have heard he is really awesome coder.Will he help me in OJ-UG1 Girl	05:03
82	-	20 September 2017	-	#444	This confession is about Vashist Madiraju(UG2). I absolutely love his bum. The way he used to dance during Agni freshers practise. <3 His ass is like Jon Snow.UG1 Agni Girl	05:03
83	-	20 September 2017	-	#443	There is guy in Ug2k16 CND.... He is soo cute and soo sweet! Whenever I talk to him I feel soo happy!  I dropped hints to him many times but he still doesn't get it! Hope he understands my feelings......  P.S: I'll confess to him if this post gets at least 20 love reacts! #Not_all_Heroes_are_into_Movies...Some_are_in_IIIT_too #Ug2toUg2#443 There is guy in Ug2k16 CND.... He is soo cute and soo sweet! Whenever I talk to him I feel soo happy!  I dropped hints to him many times but he still doesn't get it! Hope he understands my feelings......  P.S: I'll confess to him if this post gets at least 20 love reacts! #Not_all_Heroes_are_into_Movies...Some_are_in_IIIT_too #Ug2toUg2	05:02
84	-	20 September 2017	-	#442	I like kids .... Specially when they r with their father​ ;)ADMIN:- :o	04:58
85	-	20 September 2017	-	#441	Vivek Chandra sir Recently I saw your bio-pic (Arjun Reddy) you are hot on screen too <3 <3 Please come to Akash House party sir I want to dance with you on the floor  UG-1 Vivek sir Female Followers Admin#441 Vivek Chandra sir Recently I saw your bio-pic (Arjun Reddy) you are hot on screen too <3 <3 Please come to Akash House party sir I want to dance with you on the floor  UG-1 Vivek sir Female Followers Admin	04:56
86	-	20 September 2017	-	#440	Ug2 (ece) lo okka ammayi undhi.... buggalu chala chubby ga untai ...oka sari gillalani undhi😛 naakaithe aaa ammayi eppudu nuncho telsu and naa mac book kanna ekkuva nachesindhi ❤❤❤❤ADMIN:- SOMEONE TRANSLATE PLEASE :/	04:55
87	-	20 September 2017	-	#439	What's cookin between vinay reddy and Navya Khare! I've seen them taking a walk .I'm totally jealous! Navya Ma'am You betrayed us -_-ADMIN:- VINAY IS MINE..! ONLY MINE !!!	04:53
88	-	20 September 2017	-	#438	Amulya kotni <3 <3 Amul baby ur looks are seducing, u look like actress capri cavanni to my eyes :P :P ur two big big eyes, omg <3  please change ur dp n give me ur number ADMIN :- AMULYA MA'AM <3	04:50
89	-	20 September 2017	-	#437	I have heard that one of our Maths-1 Ta has been selected in google for internship.Par, Sir bade kanjus he...... party pending he. Ps:Sir Aap bade tej ho, Ab Meme banana chhod do!!!  Ug1 Student. :)ADMIN:- DECIDE THE VENUE! I'M READY :)	04:50
90	-	16 September 2017	-	#436	Arpita dash plzz change your seat with someone. Its really getting diffucult for me to maintain my 10 cg#436 Arpita dash plzz change your seat with someone. Its really getting diffucult for me to maintain my 10 cg	20:15
91	-	16 September 2017	-	#435	Why does mess food taste bad (all the time) , comeon change the menu please.to any messcomm here ........	20:15
92	-	16 September 2017	-	#435	Sai Ram kolla sir plssss pls look at me once in a while. You know who I am. You have a huge biceps and who doesn't admire that ass. Loads of love.#435 Sai Ram kolla sir plssss pls look at me once in a while. You know who I am. You have a huge biceps and who doesn't admire that ass. Loads of love.	20:15
93	-	16 September 2017	-	#434	I always felt this but never felt like   saying to  this to u r d best snr I came across. ur humour levels _/\_ , thanks vasant anna  - with  <3  ug2 boys :D ( not raghava :p )#434 I always felt this but never felt like   saying to  this to u r d best snr I came across. ur humour levels _/\_ , thanks vasant anna  - with  <3  ug2 boys :D ( not raghava :p )	20:15
94	-	16 September 2017	-	#433	Tuhina, tu hina... tu hina... tu hina... LU#433 Tuhina, tu hina... tu hina... tu hina... LU	07:43
95	-	16 September 2017	-	#432	I really loved this guy from prithvi's house party . He's so damn hot , I think he's a 5th year or a pass out . The one with the black shirt  ;*  ;*  ;*#432 I really loved this guy from prithvi's house party . He's so damn hot , I think he's a 5th year or a pass out . The one with the black shirt  ;*  ;*  ;*	07:43
96	-	16 September 2017	-	#431	Priyanka, you look so cute and beautiful. I love you so much. All I wanted is to just take a selfie with you.😍😍#431 Priyanka, you look so cute and beautiful. I love you so much. All I wanted is to just take a selfie with you.😍😍	07:39
97	-	16 September 2017	-	#430	This is for Paawan Gupta, UG2K15 I want to take some tips from him how to fool friends by hiding assignments and score better in exams. Sir mujhe bhi sikha do :P From another as***, UG2K17#430 This is for Paawan Gupta, UG2K15 I want to take some tips from him how to fool friends by hiding assignments and score better in exams. Sir mujhe bhi sikha do :P From another as***, UG2K17	07:37
98	-	16 September 2017	-	#429	why does Vasant post all sort of depressing posts ? I seeing roaming a lot alone ......... , Why don't u accompany me ? ( I like ur company )  ;)#429 why does Vasant post all sort of depressing posts ? I seeing roaming a lot alone ......... , Why don't u accompany me ? ( I like ur company )  ;)	07:36
99	-	16 September 2017	-	#428	Vamshi(ug2k14,EHD) sir, Are you committed?? Pls answer. Can't get you out of my mind. #WhySoCute#428 Vamshi(ug2k14,EHD) sir, Are you committed?? Pls answer. Can't get you out of my mind. #WhySoCute	07:31
100	-	16 September 2017	-	#427	Shritishma Reddy of UG2, You look really beautiful. I admire your elegant beauty.- UG3 guy :)	07:28
101	-	16 September 2017	-	#426	Manas is admin. Gaa* faati ke bad* .... madarc* admin..ADMIN : :')	07:27
102	-	16 September 2017	-	#425	what's cooking between this ug1 tall hot girl, shanmukh and reddy?#425 what's cooking between this ug1 tall hot girl, shanmukh and reddy?	07:25
103	-	16 September 2017	-	#424	Maaza frooti koganti naughty Sin C Cos C Venkat Sec C Dedicated to all Venkat fans...#424 Maaza frooti koganti naughty Sin C Cos C Venkat Sec C Dedicated to all Venkat fans...	07:25
104	-	16 September 2017	-	#423	"There is a guy from UG2K16 who stole my heart the moment I met him . Sir how can you be so hot . You are so tall , and your muscles (Gym boi ).. <3 <3 . You were there in Aakash House party , i tried to approach you (....... Gupta ) , but i was nervous coz you were drunk af . I hope you get it and come to jc at 3:00 am (Sunday) ; Don't forget to wear your ""tor"" t-shirt  ;-)#423 There is a guy from UG2K16 who stole my heart the moment I met him . Sir how can you be so hot . You are so tall , and your muscles (Gym boi ).. <3 <3 . You were there in Aakash House party , i tried to approach you (....... Gupta ) , but i was nervous coz you were drunk af . I hope you get it and come to jc at 3:00 am (Sunday) ; Don't forget to wear your ""tor"" t-shirt  ;-)"	07:25
105	-	16 September 2017	-	#422	The girl from UG-1 whose smile is heaven! Please tag her here. I'm totally in love with her.Kya smile hei yaar! I'll leave everything fo that fuckin smile *_*#422 The girl from UG-1 whose smile is heaven! Please tag her here. I'm totally in love with her.Kya smile hei yaar! I'll leave everything fo that fuckin smile *_*	07:23
106	-	16 September 2017	-	#421	Wtf is wrong with Megh Parikh?#421 Wtf is wrong with Megh Parikh?	07:21
107	-	16 September 2017	-	#420	What happened to navya Khare's confessions! ANd BTW her hotness has reduced :'(#420 What happened to navya Khare's confessions! ANd BTW her hotness has reduced :'(	07:21
108	-	16 September 2017	-	#419	If the admin does post my previous confession,  Manu sir, I Love You <3-Female, Dasa, ug2k17	07:15
109	-	16 September 2017	-	#418	This is for Devansh Manu sir, Ug2k15. He's the best senior ever, no one wld disagree !! Your personality is one to die for! And soo cutiiee <3 . I believe alot of juniors admire you and  ug1 girls are really mad over. I can literally tag 3-4 of them here!!!! Sirr, itna sab kuch how do you manage?P. S. Are you single? :') Someone pls tag him here <3	07:15
110	-	16 September 2017	-	#417	there is a first year boy who quitted his btech from IITD and came to IIITH and dropped his two precious years...please TAG him someone...i just fell in love for u...i know u by face....but not by name,...love y forever -your admirer#417 there is a first year boy who quitted his btech from IITD and came to IIITH and dropped his two precious years...please TAG him someone...i just fell in love for u...i know u by face....but not by name,...love y forever -your admirer	07:14
111	-	16 September 2017	-	#416	UG2 MaleThere is this really cute girl in UG1 CLD. I have never talked to her yet but I really want to. Can someone please set up a meeting for us?	07:14
112	-	16 September 2017	-	#415	Yeh Yash Mathne itna bada waala chutiya kyon hai? Please someone tell me :( doubts puuchhke class extend mat karva bhosdike!!#415 Yeh Yash Mathne itna bada waala chutiya kyon hai? Please someone tell me :( doubts puuchhke class extend mat karva bhosdike!!	07:14
113	-	16 September 2017	-	#414	Just ranting but it would be really awesome if people would stop judging others for everything they do. Stop blaming others for your own mistakes. Appreciate others if you can. Stop constantly highlighting others mistakes. You don't even realise what the others are going through. Damn you. People have enough shit to deal with without all the… More judgements and the stupid defaming. If you have nothing good to say from that hole in your face then just STFU and mind your own business. Like just stop. Please. We have enough negativity in the world without you adding to it.#414 Just ranting but it would be really awesome if people would stop judging others for everything they do. Stop blaming others for your own mistakes. Appreciate others if you can. Stop constantly highlighting others mistakes. You don't even realise what the others are going through. Damn you. People have enough shit to deal with without all the… More judgements and the stupid defaming. If you have nothing good to say from that hole in your face then just STFU and mind your own business. Like just stop. Please. We have enough negativity in the world without you adding to it.	07:13
