	Comments	Date	Likes	Number	Text	Time
33	-	5 February 2017	-	#9	2/5/2017 10:47:04 (Female)See i can't call u 'BHAI' coz i feel a bit of me in u...so will u be my valentine 'ARJUN'???😘	05:24
34	-	5 February 2017	-	#8	2/5/2017 8:50:58 (Female)Was it some sort of bug on OJ portal or was NIKITA RUNGTA's account really hacked as i saw problems been submitted from her account while she was sitting around me during itws-2 lab. - Her T-'mate'	04:28
35	-	5 February 2017	-	#7	2/5/2017 8:02:36I love the two CLD girls in this batch so much I wanna give them the ride of their lives.	04:21
36	-	5 February 2017	-	#6	2/5/2017 5:19:37 (Female)Nikita Rungta aren't you escalating too fast?	04:17
37	-	4 February 2017	-	#5	2/5/2017 0:43:25 (Female)There is this amazing guitarist/vocalist in UG-1. His long long hair is so dreamy. I am UG-3 and I am not ashamed to admit it, but I am falling for this fucking guy. All the time. All night. Everyday. (Arjun Bhai setting karva do please.)	20:24
38	-	4 February 2017	-	#4	"2/4/2017 23:14:13 (Female)""Idk why some assholes always keep making memes on Pratik Mandlecha. He is so fucking cute like a panda. O God how badly I want him!!!!!!! Please Pratik I will do whatever you want please be mine <3 #StraightOuttaParul"""	17:49
39	-	4 February 2017	-	#3	"2/4/2017 22:58:26 (Female)""That guy in B group ..Who has Buttock(Duck) like face..!! You are so adorable...!! If u got dis plz...I will msg you after mid sems..!! I wanna take dis ahead...!!"""	17:34
40	-	4 February 2017	-	#2	2/4/2017 22:29:36 (Male)Pratik Mandlecha us din jab tu hug rha tha tujh pe pani mene fenka tha	17:05
41	-	4 February 2017	-	#1	2/4/2017 22:26:40Love you Arjun Bhai	17:03
42	-	-	-	-	-	17:03
